ID,Course,Format,Start date,Age C,Created Date,Close Date,Lost Deal Reason C,Contact C,Is Won,Scholarship Name C,Drop,Campaign ID,Days From Last Touch Point C,Days Until Closure C,Discount Name C,Drop Reason C,Lost Reason Notes C,Hours Before First Touch Point C,First Touch Point Type C,First Touch Point Date C,First Offer Date C,Cov ID Discount C,Fiscal Year,Financing Options C,Need Financing C,Is Closed,Is Private,Interest C,Ga Connector Browser C,Ga Connector First Click Campaign C,Ga Connector First Click Channel C,Ga Connector First Click Source C,Ga Connector First Click Landing Page C,Ga Connector First Click Content C,Days For First Touch Point C,Ga Connector First Click Re Ferrer C,Ga Connector Google Analytics Link C,Ga Connector Last Click Campaign C,Ga Connector Last Click Channel C,Ga Connector Last Click Content C,Ga Connector Last Click Landing Page C,Ga Connector Last Click Medium C,Ga Connector Last Click Source C,Financing Option Discount C,Leads Ource,Lead Source C C,Technical Interview Date C,Qualified C,Media Event C,Payment Plan C,Partnership Discount Amount C
0011t00000dX3JLAA0,DA,PT,16/06/2020,,27/02/2020,44124,Missed in application,0031t00000b5bBjAAI,FALSE,Vinted,FALSE,,225,236,Women,,,1321.41,Call,43943,,FALSE,2020,,,TRUE,FALSE,,,,,,,,55.06,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Vinted,,TRUE,,,
0011t00000dx7kTAAQ,DA,PT,16/06/2020,,10/12/2019,43867,,0031t00000bYjevAAC,TRUE,EA Sims,TRUE,,315,58,Other,Got a job,,,,,,FALSE,2020,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,EA Sims,,TRUE,,Upfront Payment,
0011t00000dxuRgAAI,WD,PT,16/06/2020,,14/02/2020,43875,Missed in application,0031t00000ba7yBAAQ,FALSE,,FALSE,,285,0,,,no replies,126.66,Call,43880,,FALSE,2020,,,TRUE,FALSE,,,,,,,,5.28,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,,FALSE,,,
0011t00000dy9pvAAA,UX,FT,13/01/2020,,23/06/2019,43717,,0031t00000bahk1AAA,TRUE,,FALSE,,543,78,,,,,,,,FALSE,2019,,,TRUE,FALSE,UXFT,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,Facebook,Others,,TRUE,,F - Quotanda,
0011t00000dynP9AAI,UX,PT,17/03/2020,,22/01/2020,43852,Missed in application,0031t00000cdPezAAE,FALSE,,FALSE,,313,0,,,no reply email & telf not real,980.97,Call,43893,,TRUE,2020,,,TRUE,FALSE,,,,,,,,40.87,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,,FALSE,,,
0011t00000fmazHAAQ,DA,PT,16/06/2020,,27/02/2020,44124,Missed in application,0031t00000dZtb6AAC,FALSE,Vinted,FALSE,,,236,Women,,,,,,,FALSE,2020,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Vinted,,TRUE,,,
0011t00000fmazHAAQ,UX,FT,17/02/2020,,18/01/2020,43848,Fake application,0031t00000dZtb6AAC,FALSE,,FALSE,,311,0,,,fake application,,,,,FALSE,2020,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,,FALSE,,,
0011t00000gXImuAAG,DA,FT,12/01/2020,,05/07/2019,43651,Missed in application,0031t00000eVPIHAA4,FALSE,,FALSE,,423,0,,,no reply,,,,,FALSE,2019,,No,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,,TRUE,,,
0011t00000gYkZTAA0,WD,FT,19/10/2020,,10/07/2019,43766,,0031t00000frileAAA,TRUE,,FALSE,,241,110,Other,,,,,,,FALSE,2019,,,TRUE,FALSE,WDFT,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,,TRUE,,Upfront Payment,
0011t00000HKqhmAAD,WD,PT,17/03/2020,,16/12/2019,43893,Missed in application,0031t00000DTBClAAP,FALSE,EA Sims,FALSE,,,77,Women,,,,,,,TRUE,2020,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,EA Sims,,TRUE,,,
0011t00000HKqnVAAT,UX,FT,17/02/2020,,14/12/2019,43893,Missed in application,0031t00000DTBIUAA5,FALSE,EA Sims,FALSE,,,80,,,,,,,,FALSE,2020,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,EA Sims,,TRUE,,,
0011t00000HKqoNAAT,WD,FT,13/01/2020,,29/10/2019,43798,Missed in application,0031t00000DTBJNAA5,FALSE,,FALSE,,391,31,,,,,,,,FALSE,2019,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,,FALSE,,,
0011t00000HKqqMAAT,DA,FT,30/03/2020,,18/02/2020,43907,,0031t00000DTBLMAA5,TRUE,,FALSE,,334,28,,,,,,,,TRUE,2020,,,TRUE,FALSE,DAFT,,BCN_app_campus_brand_GA_ES,Pay-Per-Click,google,https://www.ironhack.com/es/barcelona?utm_source,(not set),,https://www.google.com/,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",BCN_app_campus_brand_GA_ES,Pay-Per-Click,(not set),https://www.ironhack.com/es/barcelona?utm_source,cpc,google,,google-sea,Others,,TRUE,,Upfront Payment - Sabadell,
0011t00000HKqtrAAD,UX,FT,30/03/2020,,21/03/2020,43915,,0031t00000DTBOrAAP,TRUE,,FALSE,,312,4,,,,49.28,Call,43913,,TRUE,2020,,,TRUE,FALSE,,,,,,,,2.05,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,,TRUE,,Upfront Payment,
0011t00000HKqvnAAD,DA,FT,30/03/2020,,02/03/2020,44124,Missed in application,0031t00000DTBQnAAP,FALSE,Vinted,FALSE,,,232,,,,,,,,TRUE,2020,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Vinted,,TRUE,,,
0011t00000HKr2MAAT,WD,FT,19/10/2020,,15/08/2020,44059,Missed in application,0031t00000DTBXMAA5,FALSE,,FALSE,,69,1,,,,,,,,FALSE,2020,,,TRUE,FALSE,,Chrome 83.0.4103.116,(not set),Organic Search,google,https://www.ironhack.com/en,(not set),,https://www.google.com/,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D1697034389.1594806746%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",(not set),Organic Search,(not set),https://www.ironhack.com/en,organic,google,0,,Others,,TRUE,,,
0011t00000HKr7VAAT,UX,PT,16/06/2020,,01/03/2020,44124,Missed in application,0031t00000DTBcfAAH,FALSE,Vinted,FALSE,,,233,,,,,,,,FALSE,2020,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Vinted,,TRUE,,,
0011t00000HKrF6AAL,UX,PT,17/03/2020,,22/11/2019,43822,Changed my mind,0031t00000DTBkHAAX,FALSE,,FALSE,,299,30,,,cant reach him,,,,,TRUE,2019,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,,FALSE,,,
0011t00000HKrLOAA1,DA,PT,16/06/2020,,30/04/2020,43951,Missed in application,0031t00000DTBqbAAH,FALSE,,FALSE,,185,0,,,no reply,89.92,Call,43955,,FALSE,2020,,,TRUE,FALSE,,,,,,,,3.75,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,,FALSE,,,
0011t00000HKrM7AAL,WD,FT,13/01/2020,,11/10/2019,43752,,0031t00000DTBrKAAX,TRUE,,FALSE,,477,3,Alumni,,,,,,,FALSE,2019,,No,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,Other,Others,,TRUE,,Upfront Payment,
0011t00000HKrnBAAT,WD,FT,30/03/2020,,29/02/2020,43890,Not interested,0031t00000DTCIpAAP,FALSE,,FALSE,,259,0,Women,,,143.45,Call,43896,,TRUE,2020,,,TRUE,FALSE,,,,,,,,5.98,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,,FALSE,,,
0011t00000HKrPGAA1,DA,FT,22/06/2020,,16/04/2020,44012,Duplicated,0031t00000DTBuiAAH,FALSE,,FALSE,,118,75,,,Anna has another app,89.26,Call,43941,,FALSE,2020,,,TRUE,FALSE,DAFT,,(direct),Direct,(direct),https://www.ironhack.com/,(not set),3.72,(not set),"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",(direct),Direct,(not set),https://www.ironhack.com/,(none),(direct),,,Others,43951,FALSE,,,
0011t00000HKrqUAAT,WD,PT,17/03/2020,,17/12/2019,43893,Missed in application,0031t00000DTCM8AAP,FALSE,EA Sims,FALSE,,,77,,,,,,,,TRUE,2020,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,EA Sims,,TRUE,,,
0011t00000HKrsNAAT,UX,PT,29/09/2020,,02/03/2020,43929,,0031t00000DTCO1AAP,TRUE,Vinted,FALSE,,262,37,,,,828.5,Call,43927,,FALSE,2020,,,TRUE,FALSE,,,,,,,,34.52,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Vinted,,TRUE,,2x installments,
0011t00000HKrzyAAD,UX,PT,29/09/2020,,11/06/2020,43993,Applied for Scholarship,0031t00000DTCVcAAP,FALSE,,FALSE,,150,0,,,durante covid a tenido que costear via a padres así q aplica.,527.37,Call,44015,,FALSE,2020,,,TRUE,FALSE,,,,,,,,21.97,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,0,,Others,,FALSE,,,
0011t00000HKs6lAAD,WD,PT,16/06/2020,,07/03/2020,44124,Missed in application,0031t00000DTCcPAAX,FALSE,Vinted,FALSE,,,227,Women,,,,,,,FALSE,2020,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Vinted,,TRUE,,,
0011t00000HKsKJAA1,WD,PT,17/03/2020,,04/12/2019,43874,,0031t00000DTCpyAAH,TRUE,,FALSE,,354,71,,,,,,,,TRUE,2020,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,43872,TRUE,,Upfront Payment,
0011t00000HKsOOAA1,WD,PT,17/03/2020,,04/12/2019,43893,Missed in application,0031t00000DTCu4AAH,FALSE,EA Sims,FALSE,,,90,,,,,,,,TRUE,2020,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,EA Sims,,TRUE,,,
0011t00000HKspvAAD,DA,FT,22/06/2020,,26/02/2020,44124,Missed in application,0031t00000DTDLrAAP,FALSE,Vinted,FALSE,,,237,Women,,,,,,,FALSE,2020,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Vinted,,TRUE,,,
0011t00000HKtABAA1,DA,FT,12/01/2020,,20/03/2019,43550,Missed in application,0031t00000DTDg3AAH,FALSE,,FALSE,,235,6,Women,,,,,,,FALSE,2019,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,Linkedin,Others,,TRUE,,,
0011t00000HKtCGAA1,WD,FT,28/09/2020,,18/06/2020,44000,Test application,0031t00000DTDi9AAH,FALSE,,FALSE,,165,0,,,,,,,,FALSE,2020,,,TRUE,FALSE,,Chrome 84.0.4147.89,(direct),Direct,(direct),https://www.ironhack.com/en,(not set),,(not set),"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D1669684584.1516705746%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",(direct),Direct,(not set),https://www.ironhack.com/en,(none),(direct),0,,Others,,FALSE,,,
0011t00000HKtciAAD,WD,PT,16/06/2020,,29/02/2020,44124,Missed in application,0031t00000DTE8dAAH,FALSE,Vinted,FALSE,,,234,Women,,,,,,,FALSE,2020,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Vinted,,TRUE,,,
0011t00000HKtcwAAD,WD,FT,28/09/2020,,12/02/2020,43873,Test application,0031t00000DTE8rAAH,FALSE,,FALSE,,292,0,,,,,,,,FALSE,2020,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,,FALSE,,,
0011t00000HKtDCAA1,WD,FT,30/03/2020,,14/09/2020,44088,Missed in application,0031t00000DTDj5AAH,FALSE,Vinted,FALSE,,,0,Women,,,,,,,FALSE,2020,financing,,TRUE,FALSE,,Chrome 84.0.4147.105,(direct),Direct,(direct),https://www.ironhack.com/en,(not set),,(not set),"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D808711745.1533567658%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",(not set),Organic Search,(not set),https://www.ironhack.com/en/cybersecurity,organic,google,0,,Vinted,,TRUE,,,
0011t00000HKtLvAAL,UX,FT,28/09/2020,,14/07/2020,44039,,0031t00000DTDroAAH,TRUE,,FALSE,,129,13,Early Bird,,,,,,,FALSE,2020,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,0,,Others,44036,TRUE,,Upfront Payment,
0011t00000HKtOKAA1,WD,FT,28/09/2020,,07/04/2020,43928,Missed in application,0031t00000DTDuDAAX,FALSE,,FALSE,,210,0,,,never reply,1.04,Call,43928,,FALSE,2020,,,TRUE,FALSE,,,,,,,,0.04,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,,FALSE,,,
0011t00000HKtWlAAL,UX,PT,16/06/2020,,20/04/2020,43962,,0031t00000DTE2gAAH,TRUE,,FALSE,,203,21,,,,40.22,Call,43943,,FALSE,2020,,,TRUE,FALSE,,,,,,,,1.68,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,43952,TRUE,,Upfront Payment,
0011t00000HKtXtAAL,WD,FT,17/02/2020,,17/12/2019,43893,Missed in application,0031t00000DTE3oAAH,FALSE,EA Sims,FALSE,,,77,,,,,,,,FALSE,2020,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,EA Sims,,TRUE,,,
0011t00000HKtZaAAL,WD,PT,16/06/2020,,02/03/2020,44124,Missed in application,0031t00000DTE5VAAX,FALSE,Vinted,FALSE,,,232,Women,,,,,,,FALSE,2020,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Vinted,,TRUE,,,
0011t00000HKucFAAT,DA,PT,16/06/2020,,19/05/2020,43973,,0031t00000DTF8EAAX,TRUE,Online Challenge,FALSE,,256,3,,,,,,,,FALSE,2020,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Online Challenge,,TRUE,,Upfront Payment,
0011t00000HKuDCAA1,WD,FT,29/06/2020,,07/04/2020,43928,Changed my mind,0031t00000DTEjDAAX,FALSE,,FALSE,,217,0,Women,,,479.8,Call,43948,,FALSE,2020,,,TRUE,FALSE,,,,,,,,19.99,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,,TRUE,,,
0011t00000HKuFhAAL,WD,FT,30/03/2020,,20/08/2018,43910,,0031t00000DTEliAAH,TRUE,,FALSE,,316,578,,,,,,,,TRUE,2020,,Yes,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,Google-CPC,Others,,TRUE,,Upfront Payment,
0011t00000HKufoAAD,DA,PT,16/06/2020,,02/03/2020,44124,Missed in application,0031t00000DTFBnAAP,FALSE,Vinted,FALSE,,,232,Women,,,,,,,FALSE,2020,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Vinted,,TRUE,,,
0011t00000HKuj5AAD,DA,FT,22/06/2020,,15/04/2020,43937,Changed my mind,0031t00000DTFF5AAP,FALSE,,FALSE,,208,1,,,,9.58,Call,43937,,FALSE,2020,,,TRUE,FALSE,,,,,,,,0.4,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,,TRUE,,,
0011t00000HKuJgAAL,WD,FT,30/03/2020,,28/02/2020,43889,Missed in application,0031t00000DTEphAAH,FALSE,,FALSE,,252,0,,,,77.52,Call,43892,,TRUE,2020,,,TRUE,FALSE,,,,,,,,3.23,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,,FALSE,,,
0011t00000HKunBAAT,UX,FT,22/06/2020,,23/01/2020,43853,Missed in application,0031t00000DTFJ2AAP,FALSE,,FALSE,,249,0,,,No reply,989.37,Call,43894,,FALSE,2020,,,TRUE,FALSE,,,,,,,,41.22,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,,FALSE,,,
0011t00000HKuqZAAT,DA,FT,13/01/2020,,29/10/2019,43798,Missed in application,0031t00000DTFMUAA5,FALSE,,FALSE,,392,31,Women,,,,,,,FALSE,2019,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,,FALSE,,,
0011t00000HKuvPAAT,UX,PT,17/03/2020,,05/12/2018,43442,,0031t00000DTFRKAA5,TRUE,,TRUE,,,3,,Can not afford the payment,,,,,,TRUE,2018,,,TRUE,FALSE,,,,,,,,,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,Other,Cabify,,TRUE,,Upfront Payment,
0011t00000HKuWKAA1,WD,FT,30/03/2020,,16/03/2020,43922,,0031t00000DTF2NAAX,TRUE,,FALSE,,41,16,Other,,,16.76,Call,43907,,FALSE,2020,,,TRUE,FALSE,,,,,,,,0.7,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,,TRUE,,Full Payment,
0011t00000HKv27AAD,DA,FT,30/03/2020,,06/01/2020,43836,Changed my mind,0031t00000DTFY7AAP,FALSE,,FALSE,,265,0,,,,1535.01,Call,43900,,TRUE,2020,,,TRUE,FALSE,,,,,,,,63.96,,"<a href=""https://analytics.google.com/analytics/web/#report/visitors-user-activity/a72840801w110617423p115383936/%3F_r.userId%3D%26_r.userListReportStates%3D%26_r.userListReportId%3Dvisitors-legacy-user-id/"" target=""_blank"">Open in Google Analytics</a>",,,,,,,,,Others,,FALSE,,,
